Company that is looking,State start date,State end date,Original offer date,Jobtitle,Standerdised title,Location,Country,Function,Days open in report date range,Total amount of views,Total number of application clicks,Unique visits,Unieke sollicitatieklikken,Cost per application,Cost per click,Application through rate
Brunel,2025-07-31,2025-08-30,2025-07-31,ILS Engineer,Ingenieur,"Ede, Gelderland, Nederland",Nederland,Manufacturing,31,256,12,223,10,11.04109589041096,0.495116407641747,0.04484304932735426
Brunel,2025-08-04,2025-09-03,2025-08-04,Traineeship Technische Bedrijfskunde,Trainee,"Drenthe, Nederland",Nederland,Manufacturing,31,255,6,235,6,18.401826484018265,0.4698338676770621,0.02553191489361702
Brunel,2025-02-13,2025-04-07,2025-02-13,Traineeship Technische Bedrijfskunde,Bedrijfsbeheerder,"Utrecht, Utrecht, Nederland",Nederland,Administrative,54,254,11,214,9,21.36986301369863,0.8987325566508769,0.04205607476635514
Brunel,2025-01-15,2025-01-28,2025-01-15,Junior Project Engineer Utiliteit elektrotechniek,,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,14,253,14,216,14,3.561643835616439,0.2308472856418062,0.06481481481481481
Brunel,2024-10-07,2024-10-14,2024-10-07,Junior IT Support,Technicus technische ondersteuning,"Delft, Zuid-Holland, Nederland",Nederland,Information Technology,8,253,31,212,26,1.095890410958904,0.13440165417420522,0.12264150943396226
Brunel,2025-05-07,2025-06-06,2025-05-07,Subsidiemedewerker Utrecht,Subsidiemedewerker,"Utrecht, Nederland",Nederland,Administrative,31,253,10,232,8,13.801369863013699,0.475909305621162,0.034482758620689655
Brunel,2025-01-06,2025-02-05,2025-01-06,Procesmanager Utrecht,Procesmanager,"Utrecht, Utrecht, Nederland",Nederland,Management/Manufacturing,31,252,12,228,7,15.772994129158514,0.4842585916846912,0.03070175438596491
Brunel,2025-03-28,2025-04-19,2025-03-28,Medior systeembeheerder Windows,Systeembeheerder,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,23,251,16,211,15,5.461187214611872,0.38823605791079663,0.07109004739336493
Brunel,2024-12-10,2025-01-09,2024-12-10,Medior KYC/CDD analist Tilburg HBO,,"Tilburg, Noord-Brabant, Nederland",Nederland,Finance/Sales,31,250,9,211,6,18.401826484018265,0.5232746867493345,0.02843601895734597
Brunel,2025-03-21,2025-03-28,2025-03-21,Automation Engineer,Ingenieur automatisering,"Utrecht, Utrecht, Nederland",Nederland,Engineering/Information Technology,8,246,29,200,25,1.1397260273972603,0.14246575342465753,0.125
Brunel,2025-01-15,2025-02-04,2025-01-15,Junior Project Engineer Utiliteit Werktuigbouwkundig,,"Utrecht, Utrecht, Nederland",Nederland,Engineering/Information Technology,21,245,10,216,10,7.479452054794521,0.3462709284627093,0.046296296296296294
Brunel,2024-10-28,2024-11-27,2024-10-28,Senior KYC Specialist,,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,245,16,205,16,6.9006849315068495,0.538590043434681,0.07804878048780488
Brunel,2025-08-25,2025-09-02,2025-08-25,Cloud Engineer,,"Groningen, Groningen, Nederland",Nederland,Information Technology,9,245,27,207,25,1.2821917808219176,0.15485407980941035,0.12077294685990338
,2024-11-16,2024-11-20,,,,,,,0,244,3,208,3,0.0,0.0,0.014423076923076924
Brunel,2025-06-23,2025-07-10,2025-06-23,OT Engineer,Ingenieur,"Gelderland, Nederland",Nederland,Engineering,18,241,4,218,4,16.027397260273972,0.29408068367475176,0.01834862385321101
Brunel,2025-02-13,2025-03-15,2025-02-13,Commissioning Engineer Data Centers – Electrical,Ingenieur inbedrijfstelling,"Den Haag, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,241,32,187,26,4.2465753424657535,0.5904329353160941,0.13903743315508021
Brunel,2024-11-13,2024-12-13,2024-11-13,Procesmanager Utrecht,Manager procestechniek,"Utrecht, Utrecht, Nederland",Nederland,Management/Manufacturing,31,241,3,206,3,36.80365296803653,0.5359755286607262,0.014563106796116505
Brunel,2025-08-01,2025-08-31,2025-08-01,Werkvoorbereider scheepsbouw,Planner,"Vlissingen, Zeeland, Nederland",Nederland,Manufacturing,31,240,6,208,6,18.401826484018265,0.5308219178082192,0.028846153846153848
Brunel,2025-02-28,2025-03-29,2025-02-28,Junior Privacy Jurist Utrecht,,"Utrecht, Utrecht, Nederland",Nederland,Legal,30,239,7,206,7,15.264187866927594,0.5186859954781221,0.03398058252427184
Brunel,2025-05-20,2025-06-19,2025-05-20,Financieel Coach,Financieel coach,"Breda, Noord-Brabant, Nederland",Nederland,Customer Service,31,239,3,218,2,55.205479452054796,0.5064722885509614,0.009174311926605505
Brunel,2025-01-15,2025-01-28,2025-01-15,Administratief Medewerker Amersfoort,Administratief medewerker,"Amsterdam, Noord-Holland, Nederland",Nederland,Administrative,14,236,5,199,5,9.972602739726028,0.2505679080333173,0.02512562814070352
Brunel,2025-01-19,2025-02-18,2025-01-15,Senior Project Controller,,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Finance,31,236,16,204,14,7.886497064579257,0.5412301907064195,0.06862745098039216
Brunel,2024-11-06,2024-12-06,2024-11-06,Medior CDD/KYC Analist,,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,236,10,198,8,13.801369863013699,0.557631105576311,0.04040404040404041
Brunel,2024-10-11,2024-11-10,2024-10-11,Coördinator E&I,Supervisor operations,"Delfzijl, Groningen, Nederland",Nederland,Manufacturing,31,235,17,187,17,6.494762288477035,0.5904329353160941,0.09090909090909091
Brunel,2025-01-28,2025-02-04,2025-01-28,Legal Counsel,Juridisch adviseur,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,8,235,6,213,6,4.748858447488584,0.1337706604926362,0.028169014084507043
Brunel,2025-03-06,2025-04-03,2025-03-06,Junior Netwerk Engineer,,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,29,234,27,190,24,4.30365296803653,0.5436193222782986,0.12631578947368421
Brunel,2025-02-13,2025-03-29,2025-02-13,ICT Servicedesk,ICT-servicedesk,"Zwolle, Overijssel, Nederland",Nederland,Information Technology,45,234,26,193,20,8.013698630136986,0.8304350912059053,0.10362694300518134
Brunel,2025-03-11,2025-04-07,2025-03-11,Manager Juridische Zaken,Manager juridische zaken,"Utrecht, Utrecht, Nederland",Nederland,Legal,28,234,0,206,0,,0.484106929112914,0.0
Brunel,2025-04-17,2025-05-17,2025-04-17,IT Supportmedewerker,ICT-specialist,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,31,233,10,205,10,11.04109589041096,0.538590043434681,0.04878048780487805
Brunel,2025-06-02,2025-07-02,2025-06-02,Traineeship Technische Bedrijfskunde,Bedrijfsbeheerder,"Drenthe, Nederland",Nederland,Manufacturing,31,233,15,185,13,8.493150684931507,0.5968159940762681,0.07027027027027027
Brunel,2024-12-20,2025-01-19,2024-12-20,Specialist automatisering,Specialist automatisering,"Meppel, Drenthe, Nederland",Nederland,Business Development/Engineering/Manufacturing,31,233,20,176,16,6.9006849315068495,0.62733499377335,0.09090909090909091
Brunel,2024-12-17,2025-01-16,2024-12-17,Financial Risk Manager (NL),Manager financiële risico's,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,233,12,199,12,9.200913242009133,0.5548289392166311,0.06030150753768844
Brunel,2025-05-19,2025-06-18,2025-05-19,Jurist Bestuursrecht,Advocaat,"Groningen, Groningen, Nederland",Nederland,Legal,31,232,2,201,2,55.205479452054796,0.5493082532542766,0.009950248756218905
Brunel,2024-10-17,2024-11-16,2024-10-17,Maintenance Engineer,Onderhoudsingenieur,"Lutjewinkel, Noord-Holland, Nederland",Nederland,Engineering/Manufacturing,31,231,24,180,24,4.600456621004566,0.6133942161339422,0.13333333333333333
Brunel,2025-08-13,2025-09-12,2025-08-13,Teamleider Onderhoud,Teamleider onderhoud,"Marum, Groningen, Nederland",Nederland,Manufacturing,31,230,0,214,0,,0.5159390602995775,0.0
Brunel,2025-03-11,2025-04-07,2025-03-11,Netwerk Security Engineer,Beveiligingsingenieur,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,28,230,11,197,9,11.080669710806697,0.5062234893261943,0.04568527918781726
Brunel,2025-02-28,2025-03-29,2025-02-28,Senior Project Manager Offshore Wind,Senior projectmanager,"Utrecht, Utrecht, Nederland",Nederland,Information Technology/Project Management,30,230,11,191,10,10.684931506849315,0.5594204977408018,0.05235602094240838
Brunel,2025-04-17,2025-05-17,2025-04-17,ICT Support medewerker,ICT-medewerker,"Leiden, Zuid-Holland, Nederland",Nederland,Information Technology,31,229,6,211,6,18.401826484018265,0.5232746867493345,0.02843601895734597
Brunel,2025-09-09,,2025-09-09,Senior Support Engineer,Senior ondersteuningsingenieur,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,12,228,10,191,9,4.748858447488584,0.22376819909632073,0.04712041884816754
Brunel,2025-05-20,2025-06-04,2025-05-20,Junior IT Servicedeskmedewerker,ICT-specialist,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,16,227,18,190,17,3.3521353746978244,0.2999279019466474,0.08947368421052632
Brunel,2025-03-06,2025-04-05,2025-03-06,Senior Netwerk Engineer,Senior netwerkingenieur,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,31,227,12,199,11,10.0373599003736,0.5548289392166311,0.05527638190954774
Brunel,2024-12-20,2025-01-19,2024-12-20,Specialist automatisering,Specialist automatisering,"Marum, Groningen, Nederland",Nederland,Business Development/Engineering/Manufacturing,31,226,20,183,20,5.52054794520548,0.6033385732465005,0.1092896174863388
Brunel,2025-01-15,2025-01-28,2025-01-15,Sales Consultant Legal,Juridisch consulent,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,14,226,6,203,6,8.310502283105023,0.24563060935285783,0.029556650246305417
Brunel,2024-10-14,2024-11-13,2024-10-14,Toezichthouder Veilig Graven,Technisch supervisor,"Groningen, Nederland",Nederland,Quality Assurance,31,224,8,181,7,15.772994129158514,0.6100052978127601,0.03867403314917127
Brunel,2025-07-31,2025-08-30,2025-07-31,Traineeship OT & Industriële Automatisering,Trainee,"Leeuwarden, Friesland, Nederland",Nederland,Engineering,31,223,13,195,10,11.04109589041096,0.5662100456621004,0.05128205128205128
Brunel,2025-06-04,2025-07-04,2025-06-04,ICT Support medewerker,ICT-medewerker,"Leiden, Zuid-Holland, Nederland",Nederland,Information Technology,31,223,10,185,9,12.267884322678844,0.5968159940762681,0.04864864864864865
Brunel,2024-10-17,2024-11-16,2024-10-17,Maintenance Engineer Elektrotechniek,Onderhoudsingenieur,"Groningen, Groningen, Nederland",Nederland,Manufacturing/Project Management,31,223,36,142,35,3.1545988258317026,0.7775419641134478,0.24647887323943662
Brunel,2025-02-13,2025-03-29,2025-02-13,ICT Support,ICT-ondersteuning,"Leiden, Zuid-Holland, Nederland",Nederland,Information Technology,45,222,6,201,6,26.712328767123285,0.7973829482723369,0.029850746268656716
Brunel,2025-02-12,2025-02-28,2025-02-12,Projectmanager bouw,Projectmanager bouw,"Groningen, Groningen, Nederland",Nederland,Information Technology/Project Management,17,222,4,196,4,15.136986301369863,0.3089180877830584,0.02040816326530612
Brunel,2025-01-15,2025-01-29,2025-01-15,Junior Project Engineer Utiliteit Werktuigbouwkundig,,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,15,221,14,195,13,4.109589041095891,0.273972602739726,0.06666666666666667
Brunel,2025-03-28,2025-04-27,2025-03-28,Werkplekbeheerder,,"Haarlem, Noord-Holland, Nederland",Nederland,Management/Manufacturing,31,220,4,206,4,27.602739726027398,0.5359755286607262,0.019417475728155338
Brunel,2025-05-22,2025-06-21,2025-05-22,Specialist Zakelijk Krediet,Bedrijfsspecialist,"Utrecht, Utrecht, Nederland",Nederland,Finance,31,220,5,190,5,22.08219178082192,0.5811103100216294,0.02631578947368421
Brunel,2025-01-28,2025-02-06,2025-01-28,Senior KYC/CDD Analist,,"Tilburg, Noord-Brabant, Nederland",Nederland,Finance/Sales,10,219,6,187,6,5.93607305936073,0.19046223719874,0.03208556149732621
Brunel,2024-10-28,2024-11-27,2024-10-28,Junior Business Controller,Junior controller,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Finance,31,218,3,191,3,36.80365296803653,0.5780678476654952,0.015706806282722512
Brunel,2025-01-15,2025-02-14,2025-01-15,Transactie Monitoring Analist,Transactie-analist,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,217,11,199,11,10.0373599003736,0.5548289392166311,0.05527638190954774
Brunel,2025-03-22,2025-04-07,2025-02-13,Financieel Data Analist,Data-analist,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,17,217,23,188,18,3.3637747336377473,0.32206353832701834,0.09574468085106383
Brunel,2025-03-28,2025-04-20,2025-03-28,Junior Jurist RO,Junior advocaat,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,24,216,5,192,4,21.36986301369863,0.4452054794520548,0.020833333333333332
Brunel,2025-02-28,2025-04-07,2025-02-28,Senior analist sancties,Senior analist,"Amersfoort, Utrecht, Nederland",Nederland,Business Development/Sales,39,216,5,207,5,27.78082191780822,0.6710343458407783,0.024154589371980676
Brunel,2025-08-20,2025-09-19,2025-08-20,Verzekeringsspecialist,Verzekeringsspecialist,"Tilburg, Noord-Brabant, Nederland",Nederland,Finance,31,216,4,192,4,27.602739726027398,0.5750570776255708,0.020833333333333332
Brunel,2025-07-31,2025-08-30,2025-07-31,Traineeship OT & Industriële Automatisering,Trainee,"Groningen, Nederland",Nederland,Engineering,31,215,4,177,4,27.602739726027398,0.6237907282718056,0.022598870056497175
Brunel,2024-12-20,2025-01-19,2024-12-20,Engineer Ondergrondse Infra,Infrastructuuringenieur,"Zwolle, Overijssel, Nederland",Nederland,Engineering/Information Technology,31,215,9,191,9,12.267884322678844,0.5780678476654952,0.04712041884816754
Brunel,2025-06-27,2025-07-27,2025-06-27,Adviseur Wonen Centraal,Adviseur,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance,31,214,2,198,2,55.205479452054796,0.557631105576311,0.010101010101010102
Brunel,2025-08-14,2025-09-13,2025-08-14,Jurist Rechtsbijstand (senior),,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,31,213,0,195,0,,0.5662100456621004,0.0
Brunel,2024-10-07,2024-10-17,2024-10-07,Project Manager NPI - Elektronica,Projectmanager NPI,"Eindhoven, Noord-Brabant, Nederland",Nederland,Information Technology/Project Management,11,212,5,173,4,9.794520547945206,0.2264629028426637,0.023121387283236993
Brunel,2025-01-28,2025-02-12,2025-01-28,Junior ICT Servicedeskmedewerker,ICT-specialist,"Den Haag, Zuid-Holland, Nederland",Nederland,Information Technology,16,212,19,157,15,3.799086757990868,0.3629700724195096,0.09554140127388536
Brunel,2025-04-01,2025-04-14,2025-04-01,Senior Work Planner Production & Assembly,Productieplanner,"Hengelo, Overijssel, Nederland",Nederland,Management/Manufacturing,14,212,5,197,5,9.972602739726028,0.25311174466309716,0.025380710659898477
Brunel,2025-06-25,2025-07-25,2025-06-25,Financieel Coach,Financieel coach,"Breda, Noord-Brabant, Nederland",Nederland,Customer Service,31,211,4,185,3,36.80365296803653,0.5968159940762681,0.016216216216216217
Brunel,2025-03-21,2025-04-07,2025-03-21,Trainee Finance & Control,Financieel controller,"Utrecht, Utrecht, Nederland",Nederland,Accounting/Auditing/Finance,18,211,11,186,10,6.410958904109589,0.344675209898365,0.053763440860215055
Brunel,2024-08-29,2024-10-28,2024-08-27,Junior Financial Accountant,Accountant,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Finance,36,211,10,187,9,14.246575342465754,0.685664053915464,0.0481283422459893
Brunel,2024-08-29,2024-10-28,2024-08-27,IT Support Engineer,Ondersteuningstechnicus ICT,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,36,211,6,184,6,21.36986301369863,0.6968433591423466,0.03260869565217391
Brunel,2025-02-04,2025-02-28,2025-02-04,Maintenance Engineer Elektrotechniek,Onderhoudsingenieur,"Lutjewinkel, Noord-Holland, Nederland",Nederland,Manufacturing/Project Management,25,210,18,168,17,5.23771152296535,0.5300065231572081,0.10119047619047619
Brunel,2025-02-13,2025-03-15,2025-02-13,Junior Jurist Contractenrecht,Junior advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,209,10,182,9,12.267884322678844,0.6066536203522505,0.04945054945054945
,2025-01-28,2025-02-06,,,,,,,0,209,1,192,1,0.0,0.0,0.005208333333333333
Brunel,2025-02-04,2025-02-12,2025-01-28,Legal Counsel,Juridisch adviseur,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,9,208,4,187,4,8.013698630136986,0.171416013478866,0.0213903743315508
Brunel,2025-07-09,2025-07-15,2025-07-09,Planner,Planner,"Amersfoort, Utrecht, Nederland",Nederland,Supply Chain,7,208,12,176,12,2.077625570776256,0.1416562889165629,0.06818181818181818
Brunel,2025-02-28,2025-03-11,2025-01-21,Legal Counsel,Juridisch adviseur,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,12,207,2,179,2,21.36986301369863,0.23876941914747074,0.0111731843575419
Brunel,2025-06-04,2025-07-04,2025-06-04,IT Supportmedewerker,ICT-specialist,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,31,206,6,192,6,18.401826484018265,0.5750570776255708,0.03125
Brunel,2024-10-07,2024-10-17,2024-10-07,Procesmanager Eindhoven,Manager procestechniek,"Eindhoven, Noord-Brabant, Nederland",Nederland,Management/Manufacturing,11,206,2,178,2,19.589041095890412,0.22010158534708327,0.011235955056179775
Brunel,2024-08-29,2024-10-28,2024-08-27,Junior Financial Accountant,Accountant,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Finance,36,206,11,192,9,14.246575342465754,0.6678082191780822,0.046875
Brunel,2025-02-28,2025-03-30,2025-02-28,Junior Specialist Klantonboarding,Junior specialist,"Amsterdam, Noord-Holland, Nederland",Nederland,Business Development/Sales,31,205,7,193,7,15.772994129158514,0.5720775072751793,0.03626943005181347
Brunel,2025-09-15,,2025-09-15,Legal Counsel,Juridisch adviseur,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,6,205,12,174,10,2.136986301369863,0.12281530467642891,0.05747126436781609
Brunel,2024-11-06,2024-11-20,2024-11-06,Sales Consultant,Verkoopconsultant,"Utrecht, Utrecht, Nederland",Nederland,Business Development/Sales,15,205,4,183,3,17.808219178082194,0.2919380193128228,0.01639344262295082
Brunel,2025-02-19,2025-02-28,2025-02-19,Calculator,Kostenschatter,"Groningen, Groningen, Nederland",Nederland,Finance,10,205,4,186,4,8.904109589041095,0.19148622772131388,0.021505376344086023
Brunel,2025-02-06,2025-03-08,2025-02-06,Trainee Finance & Control,Financieel controller,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Finance,31,204,14,182,11,10.0373599003736,0.6066536203522505,0.06043956043956044
Brunel,2025-03-28,2025-04-26,2025-03-28,Junior Subsidiebeoordelaar,,"Utrecht, Utrecht, Nederland",Nederland,Other,30,203,6,187,5,21.36986301369863,0.5713867115962201,0.026737967914438502
Brunel,2024-10-07,2024-10-14,2024-10-07,Junior BIM Engineer,Elektrisch ingenieur,"Den Haag, Zuid-Holland, Nederland",Nederland,Art/Creative/Design/Information Technology,8,203,25,162,22,1.2951432129514322,0.1758836462032809,0.13580246913580246
Brunel,2025-03-22,2025-04-07,2025-02-13,Scrum Master,Scrummaster,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,17,203,19,167,17,3.5616438356164384,0.3625625461405955,0.10179640718562874
Brunel,2024-12-18,2025-01-17,2024-12-17,Finance Talenten Programma,Financiën,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,202,17,177,13,8.493150684931507,0.6237907282718056,0.07344632768361582
Brunel,2025-08-14,2025-09-13,2025-08-14,Werkvoorbereider Civiel - overheid,Planner,"Drenthe, Nederland",Nederland,Engineering,31,202,4,183,4,27.602739726027398,0.6033385732465005,0.02185792349726776
Brunel,2024-10-28,2024-11-27,2024-10-28,Junior Privacy Jurist Utrecht,,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,202,9,180,8,13.801369863013699,0.6133942161339422,0.044444444444444446
Brunel,2025-04-04,2025-05-04,2025-04-04,Adviseur Subsidies,Toelagenconsulent,"Utrecht, Utrecht, Nederland",Nederland,Administrative/Finance,31,202,4,165,3,36.80365296803653,0.6691573266915732,0.01818181818181818
Brunel,2025-07-16,2025-08-15,2025-07-16,Verzekeringsspecialist,Verzekeringsspecialist,"Tilburg, Noord-Brabant, Nederland",Nederland,Finance,31,202,6,177,5,22.08219178082192,0.6237907282718056,0.02824858757062147
Brunel,2024-10-14,2024-11-06,2024-10-14,Jurist Rechtsbijstand (Junior),Junior advocaat,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,24,202,7,180,6,14.246575342465754,0.4748858447488585,0.03333333333333333
Brunel,2024-08-29,2024-10-28,2024-08-27,Junior Support Engineer,,"Rotterdam, Zuid-Holland, Nederland",Nederland,Information Technology,36,201,8,189,8,16.027397260273972,0.6784083496412263,0.042328042328042326
Brunel,2025-07-14,2025-08-08,2025-07-14,Medior Servicedeskmedewerker,Servicedesk-specialist,"Arnhem, Gelderland, Nederland",Nederland,Information Technology,26,201,6,172,4,23.15068493150685,0.53838802166295,0.023255813953488372
Brunel,2024-08-29,2024-10-28,2024-08-27,Oracle Database Administrator,DBA,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,36,200,26,171,21,6.105675146771037,0.7498197548666186,0.12280701754385964
Brunel,2025-09-02,,2025-09-02,Netwerkbeheer,Netwerkingenieur,"Groningen, Groningen, Nederland",Nederland,Information Technology,19,199,13,164,12,5.639269406392693,0.412629468760441,0.07317073170731707
Brunel,2025-03-28,2025-04-07,2025-03-28,Project Manager,Projectmanager,"Eindhoven, Noord-Brabant, Nederland",Nederland,Information Technology/Project Management,11,198,19,163,12,3.264840182648402,0.24035633246491303,0.0736196319018405
Brunel,2025-03-11,2025-04-07,2025-03-11,Senior systeembeheerder Windows,Senior systeembeheerder,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,28,197,16,157,9,11.080669710806697,0.6351976267341419,0.05732484076433121
Brunel,2025-04-17,2025-05-17,2025-04-17,Medior Servicedeskmedewerker,Servicedesk-specialist,"Arnhem, Gelderland, Nederland",Nederland,Information Technology,31,197,6,165,5,22.08219178082192,0.6691573266915732,0.030303030303030304
Brunel,2024-10-14,2024-10-28,2024-10-14,Werkplekbeheer/IT Support,ICT-ondersteuningsspecialist,"Leiden, Zuid-Holland, Nederland",Nederland,Information Technology,15,197,11,175,11,4.85678704856787,0.3052837573385519,0.06285714285714286
Brunel,2025-02-13,2025-03-29,2025-02-13,Medior Privacy Jurist Utrecht,,"Utrecht, Utrecht, Nederland",Nederland,Legal,45,196,1,166,1,160.27397260273972,0.9655058590526489,0.006024096385542169
Brunel,2025-04-17,2025-05-17,2025-04-17,Junior Uitvoerder Civiele Techniek,Constructiesupervisor,"Delft, Zuid-Holland, Nederland",Nederland,Engineering,31,196,9,163,9,12.267884322678844,0.6773678460374821,0.05521472392638037
Brunel,2025-01-03,2025-02-02,2025-01-03,Junior Jurist Contractenrecht,Junior advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,195,5,172,5,22.08219178082192,0.6419241796750558,0.029069767441860465
Brunel,2024-11-06,2024-11-13,2024-11-06,Junior IT Servicedeskmedewerker,,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,8,195,25,149,23,1.238832638475283,0.19122919922772824,0.15436241610738255
Brunel,2025-03-28,2025-04-18,2025-03-28,Windows 11 werkplek specials (migratie),Windows-specialist,"Groningen, Groningen, Nederland",Nederland,Information Technology,22,195,16,167,15,5.223744292237443,0.4691985891231236,0.08982035928143713
Brunel,2024-10-17,2024-11-16,2024-10-17,Maintenance Engineer,Onderhoudsingenieur,"Workum, Friesland, Nederland",Nederland,Engineering/Manufacturing,31,195,23,146,23,4.800476474091721,0.7562394445486958,0.15753424657534246
Brunel,2025-02-06,2025-03-08,2025-02-06,Trainee Finance & Control,Financieel controller,"Utrecht, Utrecht, Nederland",Nederland,Accounting/Auditing/Finance,31,194,7,167,6,18.401826484018265,0.6611434664916742,0.03592814371257485
Brunel,2025-08-08,2025-09-07,2025-08-08,Senior Jurist Bezwaar Rijksoverheid,Advocaat,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,31,194,3,178,2,55.205479452054796,0.6202862859781437,0.011235955056179775
Brunel,2025-09-08,,2025-09-08,Servicedeskmedewerker,Servicedesk-specialist,"Groningen, Groningen, Nederland",Nederland,Information Technology,13,193,11,165,10,4.63013698630137,0.2806143628061436,0.06060606060606061
Brunel,2024-10-17,2024-11-16,2024-10-17,Maintenance Engineer Elektrotechniek,Onderhoudsingenieur,"Marum, Groningen, Nederland",Nederland,Manufacturing/Project Management,31,193,29,124,28,3.9432485322896285,0.8904109589041096,0.22580645161290322
Brunel,2024-10-16,2024-11-15,2024-10-16,Engineer Ondergrondse Infra,Infrastructuuringenieur,"Zwolle, Overijssel, Nederland",Nederland,Engineering/Information Technology,31,193,15,164,14,7.886497064579257,0.6732375542933512,0.08536585365853659
Brunel,2024-11-06,2024-12-06,2024-11-06,Informatiespecialist,Informatiespecialist,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,31,193,4,172,4,27.602739726027398,0.6419241796750558,0.023255813953488372
Brunel,2025-02-04,2025-02-28,2025-02-04,Specialist automatisering,Specialist automatisering,"Leeuwarden, Friesland, Nederland",Nederland,Business Development/Engineering/Manufacturing,25,192,6,154,6,14.840182648401827,0.5781889343533179,0.03896103896103896
Brunel,2024-12-20,2025-01-19,2024-12-20,Specialist automatisering,Specialist automatisering,"Beilen, Drenthe, Nederland",Nederland,Business Development/Engineering/Manufacturing,31,191,10,161,10,11.04109589041096,0.6857823534416745,0.062111801242236024
Brunel,2024-09-11,2024-10-30,2024-09-11,Sales Consultant,Verkoopconsultant,"Utrecht, Utrecht, Nederland",Nederland,Business Development/Sales,38,191,6,183,4,33.83561643835616,0.7395763155924844,0.02185792349726776
Brunel,2024-10-17,2024-11-16,2024-10-17,Maintenance Engineer Elektrotechniek,Onderhoudsingenieur,"Assen, Drenthe, Nederland",Nederland,Manufacturing/Project Management,31,191,30,124,30,3.680365296803653,0.8904109589041096,0.24193548387096775
Brunel,2025-02-13,2025-03-29,2025-02-13,Medior Servicedeskmedewerker,Servicedesk-specialist,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,45,191,6,174,5,32.054794520547944,0.9211147850732168,0.028735632183908046
Brunel,2025-03-29,2025-04-16,2025-03-28,IT Support Medewerker - Apeldoorn,ICT-medewerker,"Apeldoorn, Gelderland, Nederland",Nederland,Information Technology,19,191,15,163,13,5.205479452054794,0.41516093789394065,0.07975460122699386
Brunel,2025-01-28,2025-02-12,2025-01-28,IT Support Multi Client Pool,ICT-ondersteuningsspecialist,"De Meern, Utrecht, Nederland",Nederland,Information Technology,16,189,7,168,7,8.140900195694716,0.33920417482061316,0.041666666666666664
Brunel,2025-03-28,2025-04-21,2025-03-28,Senior analist sancties,Senior analist,"Amersfoort, Utrecht, Nederland",Nederland,Business Development/Sales,25,189,8,170,6,14.840182648401827,0.523771152296535,0.03529411764705882
Brunel,2025-06-02,2025-07-02,2025-06-02,Traineeship Technische Bedrijfskunde,Bedrijfsbeheerder,"Leeuwarden, Friesland, Nederland",Nederland,Manufacturing,31,189,2,168,2,55.205479452054796,0.6572080887149381,0.011904761904761904
Brunel,2024-12-20,2025-01-19,2024-12-20,Specialist automatisering,Specialist automatisering,"Leeuwarden, Friesland, Nederland",Nederland,Business Development/Engineering/Manufacturing,31,188,11,158,10,11.04109589041096,0.6988035373677822,0.06329113924050633
