Impressions (sponsored),Click through rate (sponsored),Clicks (sponsored),Cost per started application,Started applications (sponsored),Application start rate (sponsored),Cost per click,Total cost,Job post
244,23.770491803278688,58,5.8740000000000006,5.0,8.620689655172415,0.5063793103448276,29.37,Logistiek Medewerker
244,9.01639344262295,22,0.0,0.0,0.0,0.0,0.0,Medior Maintenance Engineer WTB
242,8.677685950413224,21,9.2,2.0,9.523809523809524,0.8761904761904761,18.4,Maintenance Engineer
241,13.692946058091287,33,2.16,1.0,3.0303030303030303,0.06545454545454546,2.16,Electrical Engineer
241,5.809128630705394,14,0.0,0.0,0.0,0.0,0.0,Maintenance Engineer
241,5.394190871369295,13,3.95,2.0,15.384615384615385,0.6076923076923078,7.9,Medior Project Engineer Energie opwek Werktuigbouwkunde
241,5.809128630705394,14,0.0,0.0,0.0,0.0,0.0,Specialist Assetmanagement IT
241,9.12863070539419,22,3.325,2.0,9.090909090909092,0.3022727272727273,6.65,Well Engineer
240,5.833333333333333,14,10.48,1.0,7.142857142857142,0.7485714285714286,10.48,Maintenance Engineer
239,5.02092050209205,12,0.0,0.0,0.0,0.0,0.0,Control Engineer DCS
239,10.460251046025103,25,1.7,3.0,12.0,0.204,5.1,Maintenance Manager
235,5.106382978723404,12,1.7,1.0,8.333333333333332,0.14166666666666666,1.7,Traineeship Maintenance en Assetmanagement
234,10.256410256410255,24,3.214,5.0,20.833333333333336,0.6695833333333333,16.07,Customer Service
234,2.564102564102564,6,4.94,1.0,16.666666666666664,0.8233333333333334,4.94,Medior Projectmanager ondergrondse infra
231,5.194805194805195,12,0.0,0.0,0.0,0.0,0.0,Junior Uitvoerder Civiele Techniek
231,3.0303030303030303,7,7.61,1.0,14.285714285714285,1.0871428571428572,7.61,Projectleider Civiele Techniek
230,3.0434782608695654,7,15.39,2.0,28.57142857142857,4.397142857142858,30.78,Junior Werkvoorbereider bouwkunde
227,6.607929515418502,15,0.0,0.0,0.0,0.0,0.0,Junior Project Engineer Utiliteit Werktuigbouwkundig
226,10.176991150442479,23,0.0,0.0,0.0,0.0,0.0,Traineeship Technische Bedrijfskunde
224,5.803571428571429,13,0.0,0.0,0.0,0.0,0.0,Traineeship Technische Bedrijfskunde
221,8.597285067873303,19,9.84,1.0,5.263157894736842,0.5178947368421053,9.84,Traineeship Werktuigkundige Energiecentrale
220,15.0,33,4.54,2.0,6.0606060606060606,0.27515151515151515,9.08,Commissioning Engineer Data Centers – Electrical
220,15.454545454545453,34,4.3340000000000005,5.0,14.705882352941178,0.6373529411764707,21.67,Maintenance Manager
219,9.58904109589041,21,6.54,1.0,4.761904761904762,0.31142857142857144,6.54,Project Engineer Energie opwek Mechanisch
219,5.47945205479452,12,0.0,0.0,0.0,0.0,0.0,Projectorganisator Bouwkunde
219,5.0228310502283104,11,21.035,2.0,18.181818181818183,3.8245454545454547,42.07,Traineeship Technische Bedrijfskunde
216,5.555555555555555,12,0.0,0.0,0.0,0.0,0.0,Project engineer WTB
215,1.8604651162790697,4,0.0,0.0,0.0,0.0,0.0,Projectorganisator Bouwkunde
215,2.7906976744186047,6,0.0,0.0,0.0,0.0,0.0,Senior Project Engineer Utiliteit Elektrotechniek
215,8.837209302325581,19,9.42,1.0,5.263157894736842,0.4957894736842105,9.42,Traineeship Technische Bedrijfskunde
214,1.4018691588785046,3,0.0,0.0,0.0,0.0,0.0,Project Engineer Energie opwek Elektrotechniek
214,4.205607476635514,9,6.05,1.0,11.11111111111111,0.6722222222222222,6.05,Senior Control Engineer
214,1.4018691588785046,3,0.0,0.0,0.0,0.0,0.0,Uitvoerder Bouwkunde
213,10.328638497652582,22,6.35,4.0,18.181818181818183,1.1545454545454545,25.4,Maintenance Engineer
212,3.7735849056603774,8,0.0,0.0,0.0,0.0,0.0,Traineeship Technische Bedrijfskunde
212,3.30188679245283,7,0.0,0.0,0.0,0.0,0.0,Werktuigkundige
211,14.218009478672986,30,8.183333333333334,3.0,10.0,0.8183333333333334,24.55,Assistent Project Manager
209,9.569377990430622,20,0.0,0.0,0.0,0.0,0.0,Calculator
208,3.3653846153846154,7,0.0,0.0,0.0,0.0,0.0,BIM-Coördinator
208,2.8846153846153846,6,0.0,0.0,0.0,0.0,0.0,Projectleider Bouwkunde
207,3.864734299516908,8,0.0,0.0,0.0,0.0,0.0,Traineeship Werktuigkundige Energiecentrale
206,8.25242718446602,17,0.0,0.0,0.0,0.0,0.0,Automation Engineer
206,4.854368932038835,10,0.0,0.0,0.0,0.0,0.0,Junior Uitvoerder Civiele Techniek
205,7.317073170731707,15,0.0,0.0,0.0,0.0,0.0,Bouw/Civiel Projectleider
204,7.8431372549019605,16,0.0,0.0,0.0,0.0,0.0,Project Engineer Energie opwek Mechanisch
203,5.911330049261084,12,0.0,0.0,0.0,0.0,0.0,Project engineer WTB
202,2.4752475247524752,5,0.0,0.0,0.0,0.0,0.0,Traineeship Technische Bedrijfskunde
200,3.5000000000000004,7,0.0,0.0,0.0,0.0,0.0,Werkvoorbereider Bouw
199,6.532663316582915,13,5.5,1.0,7.6923076923076925,0.4230769230769231,5.5,Traineeship Reliability Engineering
197,8.121827411167512,16,0.0,0.0,0.0,0.0,0.0,Project Engineer
196,15.816326530612246,31,2.685,2.0,6.451612903225806,0.1732258064516129,5.37,Automation Engineer
196,6.122448979591836,12,10.94,1.0,8.333333333333332,0.9116666666666666,10.94,Traineeship Technische Bedrijfskunde
196,3.571428571428571,7,16.61,1.0,14.285714285714285,2.3728571428571428,16.61,Traineeship Technische Bedrijfskunde
196,3.061224489795918,6,4.07,1.0,16.666666666666664,0.6783333333333333,4.07,Traineeship Technische Bedrijfskunde
195,3.076923076923077,6,0.0,0.0,0.0,0.0,0.0,Projectleider Bouwkunde
193,5.181347150259067,10,10.045,2.0,20.0,2.009,20.09,Projectleider Civiele Techniek
191,10.99476439790576,21,10.75,1.0,4.761904761904762,0.5119047619047619,10.75,Projectleider
191,5.2356020942408374,10,0.0,0.0,0.0,0.0,0.0,System Engineer Procesautomatisering
191,5.2356020942408374,10,0.0,0.0,0.0,0.0,0.0,Traineeship Technische Bedrijfskunde
189,10.582010582010582,20,0.0,0.0,0.0,0.0,0.0,Technisch projectontwikkelaar
188,7.446808510638298,14,0.0,0.0,0.0,0.0,0.0,(Junior) Directievoerder
187,4.27807486631016,8,0.0,0.0,0.0,0.0,0.0,Junior Werkvoorbereider Civiele Techniek
186,3.763440860215054,7,0.0,0.0,0.0,0.0,0.0,Project Engineer Duurzame Energie
186,4.838709677419355,9,9.42,1.0,11.11111111111111,1.0466666666666666,9.42,Projectleider Bouwkunde
185,5.405405405405405,10,4.48,1.0,10.0,0.44800000000000006,4.48,Medior Project Engineer Energie opwek Werktuigbouwkunde
185,3.2432432432432434,6,0.0,0.0,0.0,0.0,0.0,Projectleider Elektrotechniek
184,5.978260869565218,11,0.0,0.0,0.0,0.0,0.0,Assistant Site Leader
184,5.978260869565218,11,6.905,2.0,18.181818181818183,1.2554545454545456,13.81,Service Engineer Software
183,7.650273224043716,14,11.03,1.0,7.142857142857142,0.7878571428571428,11.03,Order Fulfilment Officer
182,10.989010989010989,20,5.702857142857143,7.0,35.0,1.996,39.92,Maintenance Engineer
182,1.6483516483516485,3,0.0,0.0,0.0,0.0,0.0,Medior Werkvoorbereider Bouwkunde
182,4.395604395604396,8,0.0,0.0,0.0,0.0,0.0,Project Engineer CT
182,2.7472527472527473,5,0.0,0.0,0.0,0.0,0.0,Projectleider Bouwkunde
181,4.41988950276243,8,0.0,0.0,0.0,0.0,0.0,Project Engineer Ondergrondseinfra Warmte / Gas
175,8.0,14,0.0,0.0,0.0,0.0,0.0,Supervisor Maintenance
174,4.022988505747127,7,0.0,0.0,0.0,0.0,0.0,Calculator
174,13.793103448275861,24,2.66,3.0,12.5,0.3325,7.98,Planner
174,5.172413793103448,9,0.0,0.0,0.0,0.0,0.0,Projectleider Brandveiligheid
174,4.597701149425287,8,3.72,3.0,37.5,1.395,11.16,Traineeship Technische Bedrijfskunde
173,6.358381502890173,11,0.0,0.0,0.0,0.0,0.0,Software Engineer
173,12.138728323699421,21,12.81,1.0,4.761904761904762,0.61,12.81,Teammanager Engineering
172,1.744186046511628,3,0.0,0.0,0.0,0.0,0.0,Medior Werkvoorbereider Bouwkunde
170,3.5294117647058822,6,6.53,1.0,16.666666666666664,1.0883333333333334,6.53,Medior Project Engineer Duurzame Energie
170,5.88235294117647,10,0.0,0.0,0.0,0.0,0.0,Senior Project Manager Offshore Wind
170,4.705882352941177,8,8.593333333333334,3.0,37.5,3.2225,25.78,Specialist Werktuigbouwkunde ME
169,3.5502958579881656,6,15.13,1.0,16.666666666666664,2.521666666666667,15.13,Maintenance Engineer
169,4.142011834319527,7,0.0,0.0,0.0,0.0,0.0,Medior Project Engineer Energie opwek Werktuigbouwkunde
169,1.7751479289940828,3,0.0,0.0,0.0,0.0,0.0,Waterbouwkundig Constructeur
168,8.333333333333332,14,0.0,0.0,0.0,0.0,0.0,Engineer Elektrotechniek
167,4.790419161676647,8,0.0,0.0,0.0,0.0,0.0,Maintenance Engineer
167,5.9880239520958085,10,0.0,0.0,0.0,0.0,0.0,Medior Project Engineer Duurzame Energie
165,5.454545454545454,9,0.0,0.0,0.0,0.0,0.0,Project Engineer CT
164,2.4390243902439024,4,0.0,0.0,0.0,0.0,0.0,Hardware designer
164,5.487804878048781,9,0.0,0.0,0.0,0.0,0.0,Project Engineer Energie opwek Mechanisch
161,6.832298136645963,11,11.2,1.0,9.090909090909092,1.018181818181818,11.2,Electrical Engineer
161,4.3478260869565215,7,5.1,1.0,14.285714285714285,0.7285714285714285,5.1,Project Coordinator Meet en Regeltechniek
160,8.125,13,1.27,2.0,15.384615384615385,0.19538461538461538,2.54,Assetmanagement Specialist
160,3.75,6,14.98,1.0,16.666666666666664,2.4966666666666666,14.98,Medior Werkvoorbereider Bouwkunde
159,1.8867924528301887,3,0.0,0.0,0.0,0.0,0.0,Recruitment Consultant Bouw-Infra
158,24.68354430379747,39,12.91,1.0,2.564102564102564,0.331025641025641,12.91,Design Engineer
158,3.79746835443038,6,0.0,0.0,0.0,0.0,0.0,Projectleider Bouwkunde
158,3.79746835443038,6,2.25,1.0,16.666666666666664,0.375,2.25,Traineeship Technische Bedrijfskunde
157,4.45859872611465,7,0.0,0.0,0.0,0.0,0.0,Project Engineer CT
157,1.910828025477707,3,0.0,0.0,0.0,0.0,0.0,Projectleider Civiele Techniek
157,5.7324840764331215,9,173.74,1.0,11.11111111111111,19.304444444444446,173.74,Reliability Engineer
156,5.128205128205128,8,0.0,0.0,0.0,0.0,0.0,Project Engineer CT
156,8.974358974358974,14,5.97,2.0,14.285714285714285,0.8528571428571429,11.94,Project Support Medewerker (site engineering)
154,3.896103896103896,6,6.94,1.0,16.666666666666664,1.1566666666666667,6.94,Junior Project Coördinator Installatietechniek
154,3.2467532467532463,5,0.0,0.0,0.0,0.0,0.0,Traineeship Technische Bedrijfskunde
152,5.263157894736842,8,13.39,1.0,12.5,1.67375,13.39,Senior Project Manager Offshore Wind
151,3.9735099337748347,6,10.04,1.0,16.666666666666664,1.6733333333333331,10.04,Werkvoorbereider Bouw
150,2.666666666666667,4,4.03,1.0,25.0,1.0075,4.03,Medior Project Engineer Duurzame Energie
150,10.0,15,9.735,2.0,13.333333333333334,1.2979999999999998,19.47,Proces Engineer
150,3.3333333333333335,5,0.0,0.0,0.0,0.0,0.0,Projectleider Civiele Techniek
150,5.333333333333334,8,3.91,1.0,12.5,0.48875,3.91,Uitvoerder Werktuigbouwkunde
149,11.409395973154362,17,5.1,2.0,11.76470588235294,0.6,10.2,Ordercoördinator
149,2.013422818791946,3,0.0,0.0,0.0,0.0,0.0,Projectorganisator Bouwkunde
149,4.026845637583892,6,0.0,0.0,0.0,0.0,0.0,Uitvoerder Wegenbouw
149,8.724832214765101,13,8.14,2.0,15.384615384615385,1.2523076923076923,16.28,Werkvoorbereider
148,8.783783783783784,13,6.752,5.0,38.46153846153847,2.5969230769230767,33.76,Bouwkundig modelleur
148,10.81081081081081,16,2.39,1.0,6.25,0.149375,2.39,Commissioning Engineer
148,2.7027027027027026,4,0.0,0.0,0.0,0.0,0.0,Projectmanager Installatietechniek Utiliteitsbouw
148,6.081081081081082,9,0.0,0.0,0.0,0.0,0.0,Werkvoorbereider Maintenance
147,6.122448979591836,9,7.75,1.0,11.11111111111111,0.8611111111111112,7.75,Project Engineer CT
147,3.4013605442176873,5,0.0,0.0,0.0,0.0,0.0,Werkvoorbereider
147,6.122448979591836,9,2.83,1.0,11.11111111111111,0.31444444444444447,2.83,Werkvoorbereider Elektrotechniek
146,13.698630136986301,20,2.97,3.0,15.0,0.4455,8.91,Quantity Surveyor
145,17.24137931034483,25,8.95,4.0,16.0,1.432,35.8,Junior Project Engineer Duurzame Energie
144,4.166666666666666,6,7.72,1.0,16.666666666666664,1.2866666666666666,7.72,Bouwkundig Civiel Engineer
144,0.6944444444444444,1,9.13,1.0,100.0,9.13,9.13,Maintenance Engineer
144,4.166666666666666,6,0.0,0.0,0.0,0.0,0.0,Maintenance Engineer
144,2.083333333333333,3,15.56,1.0,33.33333333333333,5.1866666666666665,15.56,Projectmanager Installatietechniek Utilliteitsbouw
142,4.225352112676056,6,0.0,0.0,0.0,0.0,0.0,Projectleider Civiel
142,3.5211267605633805,5,0.0,0.0,0.0,0.0,0.0,Traineeship Technische Bedrijfskunde
142,2.8169014084507045,4,0.0,0.0,0.0,0.0,0.0,Werkvoorbereider Maintenance
141,5.673758865248227,8,15.546666666666667,3.0,37.5,5.83,46.64,Project Engineer CT
140,6.428571428571428,9,0.0,0.0,0.0,0.0,0.0,Coördinator E/I
140,2.857142857142857,4,0.0,0.0,0.0,0.0,0.0,Traineeship Technische Bedrijfskunde
140,5.0,7,13.15,1.0,14.285714285714285,1.8785714285714286,13.15,Werktuigkundige Energiecentrale
139,13.66906474820144,19,0.0,0.0,0.0,0.0,0.0,Automation Engineer
139,5.0359712230215825,7,0.0,0.0,0.0,0.0,0.0,Maintenance Engineer
139,5.755395683453238,8,0.0,0.0,0.0,0.0,0.0,Project Engineer CT
137,17.51824817518248,24,5.822,5.0,20.833333333333336,1.2129166666666666,29.11,Junior BIM Engineer
137,13.138686131386862,18,5.6125,4.0,22.22222222222222,1.2472222222222222,22.45,Maintenance Engineer
137,2.9197080291970803,4,0.0,0.0,0.0,0.0,0.0,Medior Werkvoorbereider Bouwkunde
137,2.9197080291970803,4,0.0,0.0,0.0,0.0,0.0,Traineeship Technische Bedrijfskunde
136,7.352941176470589,10,9.2,1.0,10.0,0.9199999999999999,9.2,Maintenance Engineer
136,9.558823529411764,13,3.2380000000000004,5.0,38.46153846153847,1.2453846153846155,16.19,Mechanical Engineer
136,8.823529411764707,12,4.21,1.0,8.333333333333332,0.35083333333333333,4.21,Project Engineer CT
136,3.6764705882352944,5,8.63,1.0,20.0,1.7260000000000002,8.63,Project Engineer CT
135,4.444444444444445,6,0.0,0.0,0.0,0.0,0.0,Bouwkundig Civiel Engineer
135,2.9629629629629632,4,0.0,0.0,0.0,0.0,0.0,Maintenance Engineer
135,5.185185185185185,7,0.0,0.0,0.0,0.0,0.0,Project engineer WTB
134,31.343283582089555,42,8.095,2.0,4.761904761904762,0.38547619047619053,16.19,Design Engineer
134,8.208955223880597,11,9.44,1.0,9.090909090909092,0.8581818181818182,9.44,Project Engineer CT
134,5.223880597014925,7,0.0,0.0,0.0,0.0,0.0,Project Engineer Energie opwek Elektrotechniek
134,12.686567164179104,17,6.57,1.0,5.88235294117647,0.3864705882352941,6.57,Test Technician
133,7.518796992481203,10,0.0,0.0,0.0,0.0,0.0,Maintenance Engineer
133,3.7593984962406015,5,0.0,0.0,0.0,0.0,0.0,Project Engineer Energie opwek Mechanisch
133,0.7518796992481203,1,0.0,0.0,0.0,0.0,0.0,Projectorganisator Bouwkunde
133,3.007518796992481,4,0.0,0.0,0.0,0.0,0.0,Traineeship Technische Bedrijfskunde
132,1.5151515151515151,2,0.0,0.0,0.0,0.0,0.0,Engineer W
132,8.333333333333332,11,16.7,1.0,9.090909090909092,1.518181818181818,16.7,Maintenance Engineer
132,3.787878787878788,5,0.0,0.0,0.0,0.0,0.0,Medior Maintenance Engineer Projecten MJOP(D)
132,6.8181818181818175,9,0.0,0.0,0.0,0.0,0.0,Project Support Medewerker (site engineering)
131,4.580152671755725,6,0.0,0.0,0.0,0.0,0.0,Junior PLC Engineer - Maritiem / Industrie
131,7.633587786259542,10,0.0,0.0,0.0,0.0,0.0,OT Engineer
130,9.230769230769232,12,6.54,2.0,16.666666666666664,1.09,13.08,Maintenance Engineer
130,1.5384615384615385,2,0.0,0.0,0.0,0.0,0.0,Project Engineer Energie opwek Mechanisch
130,10.0,13,9.79,2.0,15.384615384615385,1.506153846153846,19.58,Project engineer WTB
129,7.751937984496124,10,15.04,1.0,10.0,1.504,15.04,Medior Project Engineer Energie opwek Werktuigbouwkunde
129,2.3255813953488373,3,0.0,0.0,0.0,0.0,0.0,Senior Uitvoerder Bouwkunde
129,3.10077519379845,4,0.0,0.0,0.0,0.0,0.0,Traineeship Technische Bedrijfskunde
128,4.6875,6,12.91,1.0,16.666666666666664,2.151666666666667,12.91,Project Engineer CT
128,5.46875,7,2.06,1.0,14.285714285714285,0.2942857142857143,2.06,Toezichthouder Elektrotechniek
127,5.511811023622047,7,6.3,1.0,14.285714285714285,0.9,6.3,Medior Technisch specialist E
127,7.874015748031496,10,4.38,1.0,10.0,0.438,4.38,Projectleider Civiel
126,2.380952380952381,3,0.0,0.0,0.0,0.0,0.0,Project Engineer Energie opwek Elektrotechniek
125,5.6000000000000005,7,10.52,1.0,14.285714285714285,1.502857142857143,10.52,Project Engineer CT
125,7.199999999999999,9,0.0,0.0,0.0,0.0,0.0,Technicus E&I
124,12.096774193548388,15,9.55,1.0,6.666666666666667,0.6366666666666667,9.55,Proces Engineer
124,5.64516129032258,7,6.67,1.0,14.285714285714285,0.9528571428571428,6.67,Traineeship Maintenance Engineer
123,13.821138211382115,17,2.34,2.0,11.76470588235294,0.2752941176470588,4.68,Commissioning Engineer
123,4.0650406504065035,5,0.0,0.0,0.0,0.0,0.0,Junior Uitvoerder Bouwkunde
123,13.821138211382115,17,0.0,0.0,0.0,0.0,0.0,Maintenance Manager
123,4.0650406504065035,5,10.78,1.0,20.0,2.1559999999999997,10.78,Werkvoorbereider Maintenance
122,6.557377049180328,8,2.81,1.0,12.5,0.35125,2.81,Adviseur Assetmanagement (waterwingebieden)
122,7.377049180327869,9,3.45,1.0,11.11111111111111,0.38333333333333336,3.45,Project engineer WTB
122,4.098360655737705,5,0.0,0.0,0.0,0.0,0.0,Traineeship Technische Bedrijfskunde
121,2.479338842975207,3,0.0,0.0,0.0,0.0,0.0,Maintenance Engineer
120,9.166666666666666,11,13.07,1.0,9.090909090909092,1.1881818181818182,13.07,Junior Project Engineer Bouwkunde
120,6.666666666666667,8,0.0,0.0,0.0,0.0,0.0,Werkvoorbereider Bouw
119,10.084033613445378,12,6.68,1.0,8.333333333333332,0.5566666666666666,6.68,Medior / Senior Maintenance Engineer E
119,6.722689075630252,8,0.0,0.0,0.0,0.0,0.0,Projectorganisator Bouwkunde
118,17.796610169491526,21,5.085,2.0,9.523809523809524,0.48428571428571426,10.17,Electrical Engineer
118,5.932203389830509,7,10.38,1.0,14.285714285714285,1.4828571428571429,10.38,Project engineer WTB
118,0.847457627118644,1,0.0,0.0,0.0,0.0,0.0,Projectorganisator Civiele Techniek
118,11.864406779661017,14,12.28,1.0,7.142857142857142,0.8771428571428571,12.28,Senior Operator Energiecentrale
117,3.418803418803419,4,0.0,0.0,0.0,0.0,0.0,Maintenance Engineer
117,5.128205128205128,6,0.0,0.0,0.0,0.0,0.0,Projectleider (energiesector)
116,12.931034482758621,15,0.0,0.0,0.0,0.0,0.0,Hardware Engineer
115,6.086956521739131,7,0.0,0.0,0.0,0.0,0.0,Junior Project Engineer Utiliteit Werktuigbouwkundig
115,4.3478260869565215,5,12.83,1.0,20.0,2.566,12.83,Project engineer WTB
115,5.217391304347826,6,0.0,0.0,0.0,0.0,0.0,Project engineer WTB
115,6.956521739130435,8,6.6,1.0,12.5,0.825,6.6,Projectorganisator Bouwkunde
114,6.140350877192982,7,0.0,0.0,0.0,0.0,0.0,Projectleider Bouw
114,7.017543859649122,8,3.47,1.0,12.5,0.43375,3.47,Senior Maintenance Engineer E&I
114,3.508771929824561,4,0.0,0.0,0.0,0.0,0.0,Traineeship Technische Bedrijfskunde
113,0.0,0,0.0,0.0,0.0,0.0,0.0,Projectmanager Installatietechniek Utiliteitsbouw
112,14.285714285714285,16,0.0,1.0,6.25,0.0,0.0,Allround Maintenance Technician
112,7.142857142857142,8,11.81,1.0,12.5,1.47625,11.81,Medior Project Engineer Energie opwek Werktuigbouwkunde
112,7.142857142857142,8,0.0,0.0,0.0,0.0,0.0,Traineeship Maintenance en Assetmanagement
111,4.504504504504505,5,0.0,0.0,0.0,0.0,0.0,Medior Project Engineer Duurzame Energie
111,3.6036036036036037,4,0.0,0.0,0.0,0.0,0.0,Werkvoorbereider Bouw
111,11.711711711711711,13,0.0,0.0,0.0,0.0,0.0,Werkvoorbereider Maintenance
110,9.090909090909092,10,12.073333333333332,3.0,30.0,3.622,36.22,bouwkundig Revit modelleur
110,6.363636363636363,7,21.08,1.0,14.285714285714285,3.011428571428571,21.08,Junior Uitvoerder Bouwkunde
110,4.545454545454546,5,0.0,0.0,0.0,0.0,0.0,Project Engineer Duurzame Energie
110,4.545454545454546,5,0.0,0.0,0.0,0.0,0.0,Projectorganisator Civiele Techniek
110,4.545454545454546,5,0.0,0.0,0.0,0.0,0.0,Senior Projectleider E
110,20.909090909090907,23,1.7,1.0,4.3478260869565215,0.07391304347826087,1.7,Werkvoorbereider
109,8.256880733944955,9,8.835,2.0,22.22222222222222,1.9633333333333336,17.67,Maintenance Engineer
108,5.555555555555555,6,0.0,0.0,0.0,0.0,0.0,Junior Project Engineer Utiliteit Werktuigbouwkundig
108,8.333333333333332,9,0.0,0.0,0.0,0.0,0.0,Maintenance Engineer
108,2.7777777777777777,3,0.0,0.0,0.0,0.0,0.0,Medior Project Engineer Energie opwek Elektrotechniek
107,2.803738317757009,3,0.0,0.0,0.0,0.0,0.0,Project Engineer CT
107,5.607476635514018,6,0.0,0.0,0.0,0.0,0.0,Projectleider Bouw
106,11.320754716981133,12,14.67,1.0,8.333333333333332,1.2225,14.67,Electrical Engineer
106,11.320754716981133,12,3.27,1.0,8.333333333333332,0.2725,3.27,Project Engineer Heavy Transport
106,12.264150943396226,13,7.79,2.0,15.384615384615385,1.1984615384615385,15.58,Senior Operator Energiecentrale
106,6.60377358490566,7,10.02,1.0,14.285714285714285,1.4314285714285713,10.02,Werkvoorbereider Beheer & Onderhoud
105,6.666666666666667,7,0.0,0.0,0.0,0.0,0.0,Projectleider Bouw
105,5.714285714285714,6,8.4,2.0,33.33333333333333,2.8000000000000003,16.8,Traineeship Technische Bedrijfskunde
105,5.714285714285714,6,0.0,0.0,0.0,0.0,0.0,Traineeship Technische Bedrijfskunde
105,6.666666666666667,7,0.0,0.0,0.0,0.0,0.0,Werkvoorbereider Bouw
104,2.8846153846153846,3,6.38,1.0,33.33333333333333,2.1266666666666665,6.38,Mr. Project Engineer Utiliteit W
104,3.8461538461538463,4,0.0,0.0,0.0,0.0,0.0,Project Engineer Ondergrondseinfra Warmte / Gas
104,1.9230769230769231,2,0.0,0.0,0.0,0.0,0.0,Senior Werkvoorbereider B
104,9.615384615384617,10,3.93,1.0,10.0,0.393,3.93,Werkvoorbereider B
103,6.796116504854369,7,6.033333333333334,3.0,42.857142857142854,2.585714285714286,18.1,Werkvoorbereider
102,11.76470588235294,12,15.479999999999999,3.0,25.0,3.8699999999999997,46.44,bouwkundig Revit modelleur
102,5.88235294117647,6,0.0,0.0,0.0,0.0,0.0,Traineeship Technische Bedrijfskunde
101,4.9504950495049505,5,15.425,2.0,40.0,6.17,30.85,Maintenance Engineer
101,13.861386138613863,14,1.96,2.0,14.285714285714285,0.27999999999999997,3.92,Manager Realisatie Techniek
101,4.9504950495049505,5,3.9,2.0,40.0,1.56,7.8,Projectleider (energiesector)
101,6.9306930693069315,7,0.0,0.0,0.0,0.0,0.0,Projectleider Gebouwgebonden installaties
101,5.9405940594059405,6,9.83,1.0,16.666666666666664,1.6383333333333334,9.83,Werkvoorbereider Bouw
100,4.0,4,2.95,1.0,25.0,0.7375,2.95,Traineeship Technische Bedrijfskunde
100,14.000000000000002,14,0.0,0.0,0.0,0.0,0.0,Werkvoorbereider Maintenance
99,3.0303030303030303,3,0.0,0.0,0.0,0.0,0.0,Project Coordinator Meet en Regeltechniek
99,8.080808080808081,8,9.48,1.0,12.5,1.185,9.48,Project engineer WTB
99,4.040404040404041,4,0.0,0.0,0.0,0.0,0.0,Project Manager
98,10.204081632653061,10,0.0,0.0,0.0,0.0,0.0,Maintenance Engineer
98,4.081632653061225,4,0.0,0.0,0.0,0.0,0.0,Medior / Senior Maintenance Engineer Bouw
97,11.34020618556701,11,0.0,0.0,0.0,0.0,0.0,Maintenance Engineer
97,10.309278350515463,10,0.0,0.0,0.0,0.0,0.0,System Engineer Procesautomatisering
96,4.166666666666666,4,0.0,0.0,0.0,0.0,0.0,Project Engineer Energie opwek Elektrotechniek
96,11.458333333333332,11,4.9366666666666665,3.0,27.27272727272727,1.3463636363636364,14.81,Project Engineer Energietransitie
96,1.0416666666666665,1,0.0,0.0,0.0,0.0,0.0,Projectorganisator Civiel | Randstad
96,4.166666666666666,4,19.96,1.0,25.0,4.99,19.96,Traineeship Technische Bedrijfskunde
96,7.291666666666667,7,0.0,0.0,0.0,0.0,0.0,Werkvoorbereider Beheer & Onderhoud | Schiphol
95,2.1052631578947367,2,0.0,0.0,0.0,0.0,0.0,OT Engineer
95,10.526315789473683,10,7.69,2.0,20.0,1.538,15.38,Proces Engineer
95,13.684210526315791,13,0.0,0.0,0.0,0.0,0.0,System Engineer Procesautomatisering
94,3.1914893617021276,3,0.0,1.0,33.33333333333333,0.0,0.0,Junior Werkvoorbereider bouwkunde
94,2.127659574468085,2,8.15,1.0,50.0,4.075,8.15,Projectorganisator Civiele Techniek
94,5.319148936170213,5,9.71,1.0,20.0,1.9420000000000002,9.71,Traineeship Technische Bedrijfskunde
94,9.574468085106384,9,0.0,1.0,11.11111111111111,0.0,0.0,Werkvoorbereider
93,6.451612903225806,6,0.0,0.0,0.0,0.0,0.0,Project Engineer CT
93,10.75268817204301,10,10.32,1.0,10.0,1.032,10.32,Sr. Maintenance Engineer
92,6.521739130434782,6,0.0,0.0,0.0,0.0,0.0,Mr. Project Engineer Utiliteit W
91,5.4945054945054945,5,23.74,1.0,20.0,4.747999999999999,23.74,Medior Uitvoerder Civiele Techniek
91,3.296703296703297,3,0.0,0.0,0.0,0.0,0.0,Project Engineer CT
90,10.0,9,4.545,2.0,22.22222222222222,1.01,9.09,Electrical Interface Engineer
90,3.3333333333333335,3,20.46,2.0,66.66666666666666,13.64,40.92,Junior Project Engineer Utiliteit elektrotechniek
90,6.666666666666667,6,12.43,1.0,16.666666666666664,2.0716666666666668,12.43,Modelleur Constructie
90,4.444444444444445,4,8.13,1.0,25.0,2.0325,8.13,Projectleider Civiel
90,6.666666666666667,6,0.0,0.0,0.0,0.0,0.0,Senior Project Engineer Utiliteit Werktuigbouwkundig
90,5.555555555555555,5,0.0,0.0,0.0,0.0,0.0,Senior Project Engineer Utiliteit Werktuigbouwkundig
89,7.865168539325842,7,0.0,0.0,0.0,0.0,0.0,Maintenance Engineer
89,5.617977528089887,5,0.0,0.0,0.0,0.0,0.0,Traineeship Technische Bedrijfskunde
89,5.617977528089887,5,0.0,0.0,0.0,0.0,0.0,Werkvoorbereider Bouw
